group1,group2,coverage_gained_1,coverage_gained_2,p-value,threshold,method,adjustment
F_other_Comedy,M_25-34_other_Horror,0.69,0.625,0.0,-1,Traditional,Bonferroni
M_academic-educator_Comedy,M_lawyer,0.69,0.625,0.0,-1,Traditional,Bonferroni
35-44_writer_Long,M_18-24_Long_Sci-Fi,0.69,0.625,0.0,-1,Traditional,Bonferroni
45-49_Long_Drama,25-34_sales-marketing,0.69,0.625,0.0,-1,Traditional,Bonferroni
35-44_programmer_Long,F_Long_Animation,0.69,0.625,0.0,-1,Traditional,Bonferroni
50-55_Long_Drama,M_18-24_Horror,0.69,0.625,0.0,-1,Traditional,Bonferroni
50-55_Long_Drama,M_25-34_sales-marketing,0.69,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_programmer_Long,F_executive-managerial_Drama,0.69,0.625,0.0,-1,Traditional,Bonferroni
50-55_Long_Drama,artist_Long,0.69,0.625,0.0,-1,Traditional,Bonferroni
35-44_programmer_Long,M_25-34_other_Horror,0.69,0.625,0.0,-1,Traditional,Bonferroni
35-44_programmer_Long,F_18-24_Long_Comedy,0.69,0.625,0.0,-1,Traditional,Bonferroni
35-44_programmer_Long,F_18-24_Comedy,0.69,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_programmer_Long,M_lawyer_Long,0.69,0.625,0.0,-1,Traditional,Bonferroni
50-55_Long_Drama,18-24_Musical,0.69,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,M_clerical-admin,0.69,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_programmer_Long,F_25-34_Horror,0.69,0.625,0.0,-1,Traditional,Bonferroni
50-55_Long_Drama,artist,0.69,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_programmer_Long,25-34_Western,0.69,0.625,0.0,-1,Traditional,Bonferroni
M_academic-educator_Comedy,F_25-34_Horror,0.69,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_programmer_Long,M_lawyer,0.69,0.625,0.0,-1,Traditional,Bonferroni
35-44_programmer_Long,M_25-34_other_Long_Horror,0.69,0.625,0.0,-1,Traditional,Bonferroni
50-55_Long_Drama,M_25-34_Western,0.69,0.625,0.0,-1,Traditional,Bonferroni
50-55_Long_Drama,18-24_Long_Musical,0.69,0.625,0.0,-1,Traditional,Bonferroni
50-55_Long_Drama,M_25-34_sales-marketing_Long,0.69,0.625,0.0,-1,Traditional,Bonferroni
M_academic-educator_Comedy,F_executive-managerial_Drama,0.69,0.625,0.0,-1,Traditional,Bonferroni
35-44_clerical-admin_Long,F_Long_Musical,0.69,0.625,0.0,-1,Traditional,Bonferroni
M_academic-educator_Comedy,M_lawyer_Long,0.69,0.625,0.0,-1,Traditional,Bonferroni
35-44_clerical-admin_Long,M_other_Long_Horror,0.69,0.625,0.0,-1,Traditional,Bonferroni
18-24_Thriller,M_25-34_Long_Western,0.71,0.625,0.0,-1,Traditional,Bonferroni
18-24_Thriller,M_18-24_Long_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
18-24_Thriller,M_25-34_sales-marketing_Long,0.71,0.625,0.0,-1,Traditional,Bonferroni
18-24_Thriller,18-24_Long_Musical,0.71,0.625,0.0,-1,Traditional,Bonferroni
18-24_Thriller,M_25-34_Western,0.71,0.625,0.0,-1,Traditional,Bonferroni
18-24_Thriller,M_18-24_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
18-24_Thriller,M_25-34_sales-marketing,0.71,0.625,0.0,-1,Traditional,Bonferroni
18-24_Thriller,artist_Long,0.71,0.625,0.0,-1,Traditional,Bonferroni
18-24_Thriller,18-24_Musical,0.71,0.625,0.0,-1,Traditional,Bonferroni
18-24_Thriller,artist,0.71,0.625,0.0,-1,Traditional,Bonferroni
50-55_Long_Drama,M_25-34_Long_Western,0.71,0.625,0.0,-1,Traditional,Bonferroni
50-55_Long_Drama,M_18-24_Long_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_programmer_Long,F_Animation,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_scientist_Long_Action,M_25-34_lawyer,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_scientist_Long_Action,M_35-44_Sci-Fi,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,25-34_Romance,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_scientist_Long_Action,M_executive-managerial_Action,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_executive-managerial,F_executive-managerial_Long_Drama,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_executive-managerial,F_25-34_Long_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_executive-managerial,25-34_Long_Western,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_executive-managerial,F_executive-managerial_Drama,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_executive-managerial,M_lawyer_Long,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_executive-managerial,F_25-34_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_executive-managerial,25-34_Western,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_executive-managerial,M_lawyer,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,M_college-grad student_Long_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,25-34_college-grad student_Long_Action,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,M_25-34_college-grad student_Long_Action,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_academic-educator_Comedy,25-34_Western,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_writer_Long,M_25-34_executive-managerial,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_writer_Long,M_18-24_Sci-Fi,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_writer,M_18-24_Long_Sci-Fi,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_writer_Long,M_25-34_executive-managerial_Long,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_writer,M_25-34_executive-managerial_Long,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_retired,F_Animation,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_clerical-admin_Long,M_other_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_retired,F_18-24_Comedy,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_retired,M_25-34_other_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_scientist_Long_Action,25-34_executive-managerial_Drama,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,F_25-34_Drama,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,M_clerical-admin_Long,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_scientist_Long_Action,M_25-34_lawyer_Long,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,M_college-grad student_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_scientist_Long_Action,M_35-44_Long_Sci-Fi,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_scientist_Long_Action,M_executive-managerial_Long_Action,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,25-34_college-grad student_Action,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_scientist_Long_Action,25-34_executive-managerial_Long_Drama,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_self-employed_Long_Comedy,25-34_sales-marketing,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_self-employed_Long_Comedy,25-34_sales-marketing_Long,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,25-34_Long_Romance,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_Long_Drama,25-34_sales-marketing_Long,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,M_25-34_college-grad student_Action,0.71,0.625,0.0,-1,Traditional,Bonferroni
35-44_self-employed_Long,F_25-34_Long_Drama,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_retired,M_25-34_other_Long_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_retired,F_18-24_Long_Comedy,0.71,0.625,0.0,-1,Traditional,Bonferroni
45-49_retired,F_Long_Animation,0.71,0.625,0.0,-1,Traditional,Bonferroni
M_academic-educator_Long_Drama,25-34_sales-marketing_Long,0.71,0.625,0.0,-1,Traditional,Bonferroni
lawyer_Long,18-24_Long_Horror,0.71,0.625,0.0,-1,Traditional,Bonferroni
retired_Long,F_Animation,0.71,0.625,0.0,-1,Traditional,Bonferroni
other_Sci-Fi,college-grad student_Action,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_other_Action,M_18-24_Long_Sci-Fi,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_technician-engineer_Children's,M_25-34_Western,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_technician-engineer_Children's,18-24_Long_Musical,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_technician-engineer_Children's,M_25-34_sales-marketing_Long,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_other_Action,M_25-34_executive-managerial_Long,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_technician-engineer_Children's,M_18-24_Long_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Sci-Fi,college-grad student_Long_Action,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_technician-engineer_Children's,M_25-34_Long_Western,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Long_Action,M_18-24_other_Long,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Long_Action,executive-managerial_Long_Drama,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Long_Action,F_Long_Children's,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_other_Comedy,F_18-24_college-grad student_Long,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Musical,F_Musical,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Musical,M_other_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Musical,F_Long_Musical,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_other_Action,M_18-24_Sci-Fi,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_technician-engineer_Children's,M_18-24_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_technician-engineer_Children's,M_25-34_sales-marketing,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_technician-engineer_Children's,artist_Long,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Animation,M_lawyer_Long,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Animation,F_executive-managerial_Drama,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Animation,25-34_Long_Western,0.715,0.625,0.0,-1,Traditional,Bonferroni
self-employed_Comedy,25-34_sales-marketing_Long,0.715,0.625,0.0,-1,Traditional,Bonferroni
self-employed_Comedy,25-34_sales-marketing,0.715,0.625,0.0,-1,Traditional,Bonferroni
scientist_Action,25-34_executive-managerial_Long_Drama,0.715,0.625,0.0,-1,Traditional,Bonferroni
scientist_Action,M_executive-managerial_Long_Action,0.715,0.625,0.0,-1,Traditional,Bonferroni
scientist_Action,M_35-44_Long_Sci-Fi,0.715,0.625,0.0,-1,Traditional,Bonferroni
scientist_Action,M_25-34_lawyer_Long,0.715,0.625,0.0,-1,Traditional,Bonferroni
scientist_Action,25-34_executive-managerial_Drama,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Animation,F_25-34_Long_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
scientist_Action,M_executive-managerial_Action,0.715,0.625,0.0,-1,Traditional,Bonferroni
scientist_Action,M_35-44_Sci-Fi,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Animation,F_executive-managerial_Long_Drama,0.715,0.625,0.0,-1,Traditional,Bonferroni
scientist_Action,M_25-34_lawyer,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_technician-engineer_Children's,artist,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_technician-engineer_Children's,18-24_Musical,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Long_Action,M_18-24_other,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Animation,F_25-34_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Musical,M_other_Long_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Crime,M_executive-managerial_Long_Action,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_other_Children's,18-24_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Thriller,college-grad student_Long_Action,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_War,25-34_sales-marketing,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_War,25-34_sales-marketing_Long,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_college-grad student_Sci-Fi,other_Long_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Action,M_18-24_other_Long,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Action,executive-managerial_Long_Drama,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Thriller,college-grad student_Action,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Action,F_Long_Children's,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Action,executive-managerial_Drama,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_other_Adventure,M_other_Long_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_college-grad student_Sci-Fi,18-24_Long_Children's,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Action,F_Children's,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_college-grad student_Sci-Fi,F_Long_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_other_Adventure,F_Long_Musical,0.715,0.625,0.0,-1,Traditional,Bonferroni
M_25-34_other_Adventure,M_other_Horror,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Action,M_18-24_other,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Long_Sci-Fi,college-grad student_Action,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Long_Action,F_Children's,0.715,0.625,0.0,-1,Traditional,Bonferroni
other_Children's,35-44_technician-engineer,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Crime,M_35-44_Long_Sci-Fi,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Crime,M_25-34_lawyer_Long,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Crime,25-34_executive-managerial_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Crime,M_executive-managerial_Action,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Crime,M_35-44_Sci-Fi,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Crime,M_25-34_lawyer,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_other_Action,M_25-34_executive-managerial,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Children's,M_18-24_Long_Action,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Children's,M_35-44_technician-engineer_Long,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Children's,25-34_Long_Musical,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Children's,35-44_technician-engineer_Long,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Action,executive-managerial_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_other_Comedy,F_18-24_college-grad student,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Children's,M_18-24_Action,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_other_Children's,18-24_Long_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Children's,M_35-44_technician-engineer,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Children's,25-34_Musical,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Crime,25-34_executive-managerial_Long_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Animation,25-34_Western,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_Long_Animation,M_lawyer,0.715,0.63,0.0,-1,Traditional,Bonferroni
technician-engineer_Children's,artist,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_25-34_academic-educator,25-34_Long_Western,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_other_Sci-Fi,M_other_Long_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_25-34_academic-educator,F_executive-managerial_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_25-34_academic-educator,M_lawyer_Long,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_25-34_academic-educator,F_25-34_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Crime,25-34_executive-managerial_Long_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_25-34_academic-educator,25-34_Western,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_scientist_Action,M_25-34_lawyer,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Crime,M_executive-managerial_Long_Action,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Crime,M_35-44_Long_Sci-Fi,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_18-24_academic-educator,Long_Western,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Crime,M_25-34_lawyer_Long,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_18-24_academic-educator,Western,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_other_Comedy,Musical,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_other_Sci-Fi,F_Long_Musical,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_other_Sci-Fi,M_other_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_25-34_academic-educator,M_lawyer,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_25-34_academic-educator,F_25-34_Long_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_25-34_academic-educator,F_executive-managerial_Long_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_scientist_Action,M_35-44_Sci-Fi,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_scientist_Action,M_executive-managerial_Long_Action,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_scientist_Action,25-34_executive-managerial_Long_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_clerical-admin,M_other_Long_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_clerical-admin,F_Long_Musical,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_clerical-admin,M_other_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_clerical-admin,F_Musical,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_academic-educator,F_executive-managerial_Long_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_academic-educator,F_25-34_Long_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_academic-educator,25-34_Long_Western,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_academic-educator,F_executive-managerial_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_academic-educator,M_lawyer_Long,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_academic-educator,F_25-34_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_academic-educator,25-34_Western,0.715,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_academic-educator,M_lawyer,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_scientist_Action,25-34_executive-managerial_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_scientist_Action,M_executive-managerial_Action,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_other_Comedy,Long_Musical,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Crime,25-34_executive-managerial_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_25-34_other_Sci-Fi,F_Musical,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Crime,M_executive-managerial_Action,0.715,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Crime,M_35-44_Sci-Fi,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_scientist_Action,M_executive-managerial_Action,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_scientist_Action,25-34_executive-managerial_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_scientist_Action,M_25-34_lawyer_Long,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_scientist_Action,M_35-44_Long_Sci-Fi,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_scientist_Action,M_executive-managerial_Long_Action,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_scientist_Action,25-34_executive-managerial_Long_Drama,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_self-employed_Comedy,25-34_sales-marketing,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_self-employed_Comedy,25-34_sales-marketing_Long,0.715,0.63,0.0,-1,Traditional,Bonferroni
technician-engineer_Children's,M_25-34_Long_Western,0.715,0.63,0.0,-1,Traditional,Bonferroni
technician-engineer_Children's,M_18-24_Long_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
technician-engineer_Children's,M_25-34_sales-marketing_Long,0.715,0.63,0.0,-1,Traditional,Bonferroni
technician-engineer_Children's,18-24_Long_Musical,0.715,0.63,0.0,-1,Traditional,Bonferroni
technician-engineer_Children's,M_25-34_Western,0.715,0.63,0.0,-1,Traditional,Bonferroni
technician-engineer_Children's,M_18-24_Horror,0.715,0.63,0.0,-1,Traditional,Bonferroni
technician-engineer_Children's,M_25-34_sales-marketing,0.715,0.63,0.0,-1,Traditional,Bonferroni
technician-engineer_Children's,artist_Long,0.715,0.63,0.0,-1,Traditional,Bonferroni
technician-engineer_Children's,18-24_Musical,0.715,0.63,0.0,-1,Traditional,Bonferroni
M_scientist_Action,M_35-44_Sci-Fi,0.715,0.63,0.0,-1,Traditional,Bonferroni
executive-managerial_Sci-Fi,M_25-34_Long_Western,0.74,0.63,0.0,-1,Traditional,Bonferroni
M_scientist_Action,M_25-34_lawyer,0.74,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Children's,25-34_Musical,0.74,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Crime,M_25-34_lawyer,0.74,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Children's,M_18-24_Long_Action,0.74,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Children's,M_35-44_technician-engineer_Long,0.74,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Children's,25-34_Long_Musical,0.74,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_Long_Drama,artist,0.74,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_Long_Drama,18-24_Musical,0.74,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_Long_Drama,artist_Long,0.74,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_Long_Drama,M_25-34_sales-marketing,0.74,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_Long_Drama,M_18-24_Horror,0.74,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_Long_Drama,M_25-34_Western,0.74,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_Long_Drama,18-24_Long_Musical,0.74,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_Long_Drama,M_25-34_sales-marketing_Long,0.74,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_Long_Drama,M_18-24_Long_Horror,0.74,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Children's,35-44_technician-engineer_Long,0.74,0.63,0.0,-1,Traditional,Bonferroni
F_35-44_Long_Drama,M_25-34_Long_Western,0.74,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Children's,M_18-24_Action,0.74,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Children's,M_35-44_technician-engineer,0.74,0.63,0.0,-1,Traditional,Bonferroni
other_Long_Children's,35-44_technician-engineer,0.74,0.63,0.0,-1,Traditional,Bonferroni
executive-managerial_Sci-Fi,M_18-24_Long_Horror,0.74,0.63,0.0,-1,Traditional,Bonferroni
executive-managerial_Long_Sci-Fi,M_25-34_Long_Western,0.74,0.63,0.0,-1,Traditional,Bonferroni
